text,x,y,width,paragraph_height,para_line_count,Avg_line_height,file_name
New hires,249.3999939,369.1220093,347.7500305,20.97399902,1,20.97399902,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Employee $10,000 increments up to  Elect Optional Life insurance coverage up to three times your basic annual earnings $500,000  (rounded down to the nearest $10,000), or up to $500,000, whichever is less, without",42.5,390.0960083,538.4500122,19.54797363,2,9.773986816,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
medical evidence. You may apply for higher coverage by providing medical evidence.*,249.3999939,409.6440125,347.7500305,9.824005127,1,9.824005127,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Includes matching  Throughout the year,132.5,419.4679871,464.6500244,16.70001221,1,16.70001221,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Accidental Death and  If you participate in the Pretax Group Insurance Premium feature, you may increase Dismemberment  your Optional Life coverage within 31 days of a special eligibility situation up to $50,000 (AD&D)   without medical evidence or during open enrollment by providing medical evidence.*",132.5,436.1679993,457.2999878,29.69998169,3,9.899993896,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"If you do not participate in the Pretax Group Insurance Premium feature, you may Coverage reduces to   increase your Optional Life coverage within 31 days of a special eligibility situation up 65% at ages 70-74,   to $50,000 without medical evidence or anytime by providing medical evidence.*",132.3999939,465.8680115,449.7500305,34.97198486,3,11.65732829,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"42% at ages 75-79, and",132.3999939,500.8399963,464.7500305,9.773986816,1,9.773986816,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"31.7% at age 79 and  To enroll in life insurance coverage that requires medical evidence, complete a Notice of older. Reduction will take  Election form and give it to your benefits administrator. You will then receive an email effect January following  from MetLife that includes a link to the Statement of Health on MetLife's MyBenefits your birthday.  platform.",132.3999939,510.6140137,451.7500305,39.24597168,4,9.81149292,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
New hires and special eligibility situations,250.1499939,549.8599854,347.0000305,25.17401123,1,25.17401123,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Spouse  Option 1: $10,000 or  If not enrolled in Optional Life, elect Dependent Life-Spouse coverage of $10,000 or $20,000  $20,000 without providing medical evidence. If enrolled in Optional Life, elect",42.5,575.0339966,534.5999756,22.5,2,11.25,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Dependent Life-Spouse coverage up to $100,000 or 50% of employee’s Optional Life Option 2: $10,000  coverage amount, whichever is less, by providing medical evidence.*",132.75,597.5339966,449.4000244,19.74798584,2,9.87399292,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
increments up to,132.5,617.2819824,464.6500244,9.773986816,1,9.773986816,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"$100,000 or 50% of the  Throughout the year",132.5,627.0560303,464.6500244,10.70001221,1,10.70001221,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"employee’s Optional Life  Enroll in or increase your Dependent Life-Spouse coverage up to $100,000, subject insurance amount,  to the coverage amount restrictions above, by providing medical evidence.* whichever is less",132.5,637.7559814,440.1500244,29.32202148,3,9.774007161,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"To enroll in life insurance coverage that requires medical evidence, complete a Notice of Includes matching  Election form and give it to your benefits administrator. You will then receive an email AD&D  from MetLife that includes a link to the Statement of Health on MetLife's MyBenefits",132.5,667.0780029,461.1500244,33.5,3,11.16666667,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
platform.,249.3999939,700.5780029,347.7500305,10.45001221,1,10.45001221,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Dependent  $15,000  No medical evidence is required. You are not required to apply for Optional Life child(ren) coverage to apply for Dependent Life-Child coverage.",42.5,49.19900131,516.5499878,22.79999924,2,11.39999962,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Does not include,132.5,71.99900055,464.6500244,14.27400208,1,14.27400208,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
matching AD&D  Child(ren) are eligible from live birth to ages 19 or 25 if the child is a full-time student. A child can be covered by only one parent under this Plan.,132.5,86.27300262,454.6500244,19.54799652,2,9.77399826,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"* If a Statement of Health is required, MetLife will evaluate your request for coverage based upon your answers to the health questions, MetLife’s",38.04999924,105.8209991,559.0999756,16.6989975,1,16.6989975,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"underwriting rules and other information you authorize us to review. In certain cases, MetLife may request additional information to evaluate your request for coverage.",42.59999847,122.5199966,523.3499756,18.44800568,2,9.224002838,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
What is Accidental Death & Dismemberment insurance?,41.04999924,38,560.4500122,14.49900055,1,14.49900055,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Accidental Death & Dismemberment insurance (AD&D) complements your Optional Life insurance and Dependent Life-Spouse insurance with coverage for severe accidents or loss of life on or off the job. AD&D insurance pays benefits if you or your spouse suffers a covered accident that results in paralysis or the loss of a limb, speech, hearing or sight, or if either of you suffers a covered fatal accident. When you are approved for Optional Life insurance coverage for yourself and your spouse is approved for Dependent Life- Spouse insurance, you are each automatically enrolled in AD&D insurance equal to your Optional Life or Dependent Life-Spouse insurance coverage.",41.04999924,52.49900055,546.9500122,55.79499817,5,11.15899963,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
When will your coverage become effective?,41.04999924,108.2939987,560.4500122,21.1989975,1,21.1989975,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"You must be actively at work on the date your coverage becomes effective, and your spouse and eligible child(ren) must not be confined to a hospital on the enrollment date or at home for any medical reason or be receiving or entitled to receive disability income for any medical reason on the date the coverage is scheduled to become effective. Coverage will become effective on the first day you are actively at work as a full-time employee following the receipt of your completed application for all requests that do not require additional medical information. Requests for amounts that require additional medical information and are not approved by the date listed above will not be effective until the first of the month following approval from MetLife or the date that the policy’s active at work requirements are met. For Dependent Life-Spouse and eligible Dependent Life-Child(ren) coverage, the date that they are no longer confined to a hospital or at home for any medical reason or receiving or entitled to receive disability income for any medical reason will be the effective date.",41.04999924,129.4929962,540.4500122,97.09100342,9,10.78788927,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
MetLife AdvantagesSM,41.04999924,226.5839996,560.4500122,20.84899902,1,20.84899902,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Your life insurance benefits include access to MetLife AdvantagesSM—a comprehensive suite of valuable services for support, planning, and protection when you need it most at no cost to you. Services include:",41.04999924,247.4329987,512.0999756,24.85002136,2,12.42501068,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Will Preparation Services1,41.04999924,272.2829895,560.4500122,15.79901123,1,15.79901123,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Offers you and your spouse unlimited face-to-face or telephone meetings with an attorney, from the MetLife Legal Plans network of over 18,000 participating attorneys, to prepare or update a will, living will and power of attorney. This benefit is available to you only if you have Optional Life insurance.",41.04999924,288.0820007,548.4500122,31.24700928,3,10.41566976,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"For more information, call MetLife Legal Plans at 800.821.6400, Monday–Friday, 8 a.m. to 7 p.m. Advise the Client Service Representative that you are with PEBA, and provide the group number (200879) and the last four digits of your Social Security number.",41.04999924,319.32901,550.4000244,24.79800415,2,12.39900208,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Estate Resolution Services1,41.04999924,344.1270142,560.4500122,15.84899902,1,15.84899902,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Estate representatives and beneficiaries may receive unlimited face-to-face legal assistance with probating your and your spouse’s estates. Beneficiaries can also consult an attorney, from the MetLife Legal Plans network of more than 18,000 participating attorneys, for general questions about the probate process. This benefit is available to you only if you have Optional Life insurance.",41.04999924,359.9760132,554.4500122,31.24996948,3,10.41665649,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"For more information, call MetLife Legal Plans at 800.821.6400, Monday–Friday, 8 a.m. to 7 p.m. Advise the Client Service Representative that you are with PEBA, and provide the group number (200879) and the last four digits of your Social Security number.",41.04999924,391.2260132,550.4000244,24.79797363,2,12.39898682,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Digital Estate Planning2,41.04999924,416.0239868,560.4500122,15.84899902,1,15.84899902,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Helping to ensure final wishes are clear. Employees can choose to complete wills and other important estate planning documents quickly and easily online with access to online notary services. This benefit is available to you only if you have Optional Life insurance.,41.04999924,431.8729858,543.25,20.74801636,2,10.37400818,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Visit www.legalplans.com/estateplanning and follow the online instructions to create an account using the email and password of your choice. Follow the simple instructions to create your documents.,41.04999924,452.6210022,543.25,24.79800415,2,12.39900208,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
WillsCenter.com3,41.04999924,477.4190063,560.4500122,15.84899902,1,15.84899902,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Helps you or your spouse prepare a will, living will, power of attorney and HIPAA authorization form on your own, at your own pace, 24 hours a day, seven days a week. This benefit is available to you, even if you have only Basic Life insurance.",41.04999924,493.2680054,547.2000122,20.89801025,2,10.44900513,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Visit www.willscenter.com and register as a new user. Follow the simple instructions to create your online document.,41.04999924,514.1660156,560.4500122,14.69897461,1,14.69897461,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Grief Counseling4,41.04999924,528.8649902,560.4500122,15.79901123,1,15.79901123,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Provides you and your dependents up to five in-person, private counseling sessions per event with a professional grief counselor to help cope with a loss, no matter the circumstances, whether it’s a death, an illness or divorce.",41.04999924,544.6640015,554,20.74798584,2,10.37399292,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Call LifeWorks US Inc. 24 hours a day, 7 days a week, at 888.319.7819.",41.04999924,565.4119873,560.4500122,14.74902344,1,14.74902344,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Funeral Planning Assistance5,41.04999924,580.1610107,560.4500122,15.79901123,1,15.79901123,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Helps alleviate the burden of making funeral arrangements for your loved ones. Get access to the largest network of funeral homes and cemeteries to pre-plan with a counselor and receive discounts on funeral services.,41.04999924,595.960022,533.0499878,20.74798584,2,10.37399292,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Call Dignity Memorial 24 hours a day at 866.853.0954 or visit finalwishesplanning.com. To locate funeral homes and other important service providers, call 866.853.0954.",41.04999924,616.7080078,537.5999756,24.79797363,2,12.39898682,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Life Settlement Account6,41.04999924,641.5059814,560.4500122,15.84899902,1,15.84899902,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
The Total Control Account (TCA) is a settlement option that provides your loved ones with a safe and convenient way to manage life insurance proceeds. They’ll have the convenience of immediate access to any or all of their proceeds through an interest-bearing account with unlimited check-writing privileges. The Total Control Account also allows beneficiaries time to decide what to do with their proceeds. This benefit is available to you only if you have Optional Life or Dependent Life insurance.,41.04999924,657.3549805,534.9500122,41.65002441,4,10.4125061,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Call MetLife at 800.638.7283, Monday–Friday, 8 a.m. to 6 p.m.",41.04999924,699.0050049,560.4500122,14.74902344,1,14.74902344,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Transition Solutions7,41.04999924,713.7540283,560.4500122,15.79901123,1,15.79901123,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Focuses on guidance and services around insurance and other financial products to help you and your family better prepare for your future in response to benefit-changing events.,41.04999924,38,538.5499878,20.69799805,2,10.34899902,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Call MetLife at 877.275.6387, Monday–Friday, 9 a.m. to 6 p.m.",41.04999924,58.69800186,560.4500122,14.74899673,1,14.74899673,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Delivering the Promise®7,41.04999924,73.4469986,560.4500122,20.4489975,1,20.4489975,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"This service is designed to help beneficiaries sort through the details and serious questions about claims and financial needs during a difficult time. MetLife has arranged to have specially-trained third party financial professionals available for assistance in person or by telephone to help with filing life insurance claims, government benefits and help with financial questions.",41.04999924,93.89600372,530.9500122,31.09699249,3,10.36566416,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"To be referred to a Delivering the Promise Specialist who will contact you directly, call 877.275.6387, Prompt 2.",41.04999924,124.9929962,560.4500122,14.69900513,1,14.69900513,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Additional plan features,41.04999924,139.6920013,560.4500122,21.19900513,1,21.19900513,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Conversion,41.04999924,160.8910065,560.4500122,15.79899597,1,15.79899597,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"You can generally convert your Group Term Life Insurance benefits to an Individual Whole Life Insurance policy if your coverage terminates in whole or in part due to your retirement, termination of employment or a change in your employee class. Please note you cannot convert your AD&D coverage.",41.04999924,176.6900024,543.5499878,31.09700012,3,10.36566671,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Call MetLife at 877.275.6387, Prompt 1, Monday–Friday, 9 a.m. to 6 p.m.",41.04999924,207.7870026,560.4500122,14.69900513,1,14.69900513,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Accelerated Benefits Option8,41.04999924,222.4859924,560.4500122,15.49899292,1,15.49899292,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"You can receive up to 80% of your Optional Life insurance proceeds, up to a maximum of $400,000 in the event that you become terminally ill and are diagnosed with less than 12 months to live. This can go a long way toward helping your family meet medical and other related expenses at this difficult time.",41.04999924,237.9850006,541.5499878,31.19999695,3,10.39999898,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Call MetLife at 800.638.6420, Prompt 2, Monday–Friday, 8 a.m. to 11 p.m.  2023 Monthly premiums",41.04999924,269.1849976,311.3500061,28.8500061,2,14.42500305,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Rates are guaranteed until December 31, 2025.",41.04999924,298.0350037,560.4500122,14.54901123,1,14.54901123,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Monthly premiums for Optional Life insurance are based on the amount of coverage and your age as of December 31, 2022. Premiums for Dependent Life-Spouse coverage are based on the amount of coverage and your spouse’s age as of December 31, 2022. The rates shown are the monthly cost per $10,000 of coverage. One monthly premium for Dependent Life-Child insurance covers all eligible children.",41.04999924,312.5840149,539.9500122,48.34597778,4,12.08649445,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Optional Life and Dependent Life-Spouse rates    Dependent Life-Child rate,50.04999924,360.9299927,551.4500122,17.59899902,1,17.59899902,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Rates per $10,000 of coverage (includes AD&D coverage)   $1.26 per month for $15,000 of coverage",50.04999924,378.5289917,551.4500122,11.94900513,1,11.94900513,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
Calculate your monthly premium,45.34999847,598.0780029,556.1500244,29.94897461,1,29.94897461,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Example: 40-year-old with $200,000 of Optional Life insurance coverage.",46.54999924,628.0269775,554.9500122,18.94897461,1,18.94897461,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
What’s not covered?,41.04999924,90,560.4500122,21.4489975,1,21.4489975,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Optional Life: Like most insurance plans, this Plan has exclusions. For instance, Optional Life and Dependent Life insurance do not provide payment of benefits for death caused by suicide within the first two years of the effective date of the certificate, or payment of increased benefits for death caused by suicide within two years of an increase in coverage. There is a two-year contestability period during which any materials misstatements made by you can be used by MetLife to deny a claim.",41.04999924,111.4489975,526.9500122,43.20000458,4,10.80000114,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"AD&D: AD&D coverage does not include payment for any loss that is caused by or contributed to by: physical or mental illness, diagnosis of or treatment of the illness; an infection, unless caused by an external wound accidentally sustained; suicide or attempted suicide; injuring oneself on purpose; the voluntary intake or use by any means of any drug, medication or sedative, unless taken as prescribed by a doctor or an over-the-counter drug taken as directed; voluntary intake of alcohol in combination with any drug, medication or sedative; war, whether declared or undeclared, or act of war, insurrection, rebellion or riot; committing or trying to commit a felony; any poison, fumes or gas, voluntarily taken, administered or absorbed; service in the armed forces or any country or international authority, except the United States National Guard; operating, learning to operate, or serving as a member of a crew of an aircraft; while in any aircraft for the purpose of descent from such aircraft while in flight (except for self-preservation); or operating a vehicle or device while intoxicated as defined by the laws of the jurisdiction in which the accident occurs.",41.04999924,154.6490021,520.4500122,100.3000031,9,11.14444478,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"1 Included with Optional Life insurance. Will Preparation and Estate Resolution Services are offered by MetLife Legal Plans, Inc., Cleveland, Ohio. In",41.04999924,38,560.4500122,272.0490112,2,136.0245056,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"certain states, legal services benefits are provided through insurance coverage underwritten by Metropolitan General Insurance Company, Warwick, Rhode Island. Tax Planning and preparation of Living Trusts are not covered by the Will Preparation Service.",45.59999847,93.09999847,535.7000122,20.95000458,2,10.47500229,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Certain services are not covered by Estate Resolution Services, including matters in which there is a conflict of interest between the executor and any",41.04999924,114.0500031,560.4500122,10.79899597,1,10.79899597,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"beneficiary or heir and the estate; any disputes with the group policyholder, MetLife and/or any of its affiliates; any disputes involving statutory benefits; will contests or litigation outside probate court; appeals; court costs, filing fees, recording fees, transcripts, witness fees, expenses to a third party, judgments or fines; and frivolous or unethical matters.",45.59999847,124.848999,532.9000244,31.69999695,3,10.56666565,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
2 Included with Optional Life insurance. Digital Estate Planning is not included with dependent life coverages. Domestic Partnerships are not currently,41.04999924,156.548996,560.4500122,10.55000305,1,10.55000305,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"supported however members in a domestic partnership may use a MetLife Legal Plans attorney for their planning needs. Online Notary is not available in all states. Group legal plans are provided by MetLife Legal Plans, Inc., Cleveland, Ohio. In certain states, group legal plans are provided through insurance coverage underwritten by Metropolitan General Insurance Company, Warwick, Rhode Island.",45.59999847,167.098999,532.9000244,31.65000916,3,10.55000305,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"3 WillsCenter.com is a document service provided by SmartLegalForms, Inc., an affiliate of Epoq Group, Ltd. SmartLegalForms, Inc. is not affiliated",41.04999924,198.7489929,560.4500122,10.55000305,1,10.55000305,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
with MetLife and the WillsCenter.com service is separate and apart from any insurance or service provided by MetLife. The WillsCenter.com service,45.59999847,209.298996,555.9000244,10.64900208,1,10.64900208,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"does not provide access to an attorney, does not provide legal advice, and may not be suitable for your specific needs. Please consult with your financial, legal, and tax advisors for advice with respect to such matters. WillsCenter.com is available to anyone with internet access regardless of affiliation with MetLife.",45.59999847,219.947998,526.5999756,31.70001221,3,10.56667074,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"4 Grief Counseling services are provided through an agreement with LifeWorks. LifeWorks is not an affiliate of MetLife, and the services LifeWorks",41.04999924,251.647995,560.4500122,10.55000305,1,10.55000305,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"provides are separate and apart from the insurance provided by MetLife. LifeWorks has a nationwide network of over 30,000 counselors. Counselors have master’s or doctoral degrees and are licensed professionals. The Grief Counseling program does not provide support for issues such as: domestic issues, parenting issues, or marital/relationship issues (other than a finalized divorce). For such issues, members should inquire with their human resources department about available company resources. This program is available to insureds, their dependents and beneficiaries who have received a serious medical diagnosis or suffered a loss. Events that may result in a loss are not covered under this program unless and until such loss",45.59999847,262.197998,535.9000244,52.75,5,10.55,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
has occurred. Services are not available in all jurisdictions and are subject to regulatory approval. Not available on all policy forms.,45.59999847,314.947998,555.9000244,13.54998779,1,13.54998779,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"5 Services and discounts are provided through a member of the Dignity Memorial® Network, a brand name used to identify a network of licensed",41.04999924,328.4979858,560.4500122,9.299987793,1,9.299987793,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"funeral, cremation and cemetery providers that are affiliates of Service Corporation International (together with its affiliates, “SCI”), 1929 Allen Parkway, Houston, Texas. The online planning site is provided by SCI Shared Resources, LLC. SCI is not affiliated with MetLife, and the services provided by Dignity Memorial members are separate and apart from the insurance provided by MetLife. Not available in some states. SCI offers planning services, expert assistance, and bereavement travel services to anyone regardless of affiliation with MetLife. Discounts through Dignity Memorial’s network of funeral providers have been pre-negotiated. Not available where prohibited by law. The discount is available for services",45.59999847,337.7980042,525.9500122,52.1499939,5,10.42999878,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"offered in any state except KY and NY, or where there is no Dignity Memorial presence (AK, MT, ND, SD, and WY). For MI and TN, the discount is available for “At Need” services only.",45.59999847,389.947998,530.25,20.94998169,2,10.47499084,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"6 Subject to state law, and/or group policyholder direction, the Total Control Account is provided for all Life and AD&D benefits of $5,000 or more. The",41.04999924,410.8980103,560.4500122,10.6000061,1,10.6000061,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"TCA is not insured by the Federal Deposit Insurance Corporation or any government agency. The assets backing TCA are maintained in MetLife’s general account and are subject to MetLife’s creditors. MetLife bears the investment risk of the assets backing the TCAs, and expects to receive a profit. Regardless of the investment experience of such assets, the interest credited to Total Control Accounts will never fall below the guaranteed minimum rate. Guarantees are subject to the financial strength and claims paying ability of MetLife.",45.59999847,421.4979858,528.7999878,42.20001221,4,10.55000305,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
7 MetLife administers the Transition Solutions and Delivering the Promise programs and has specially trained third party financial professionals to offer,41.04999924,463.697998,560.4500122,10.45001221,1,10.45001221,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
financial education. The financial professionals providing financial education are not affiliated with MetLife but are providing the program under a service provider contract.,45.59999847,474.1480103,521.5,20.94998169,2,10.47499084,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"8 The Accelerated Benefits Option is subject to state regulation and is intended to qualify for favorable federal income tax treatment, in which case the",41.04999924,495.0979919,560.4500122,10.6000061,1,10.6000061,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"benefits will not be subject to federal income taxation. This information was written as a supplement to the marketing of life insurance products. Tax laws relating to accelerated benefits are complex and limitations may apply. You are advised to consult with and rely on an independent tax advisor about your own particular circumstances. Receipt of accelerated benefits may affect your eligibility, or that of your spouse or your family, for public assistance programs such as medical assistance (Medicaid), Temporary Assistance to Needy Families (TANF), Supplementary Social Security Income (SSI) and drug assistance programs. You are advised to consult with social service agencies concerning the effect that receipt of accelerated benefits will have on public assistance eligibility for you, your spouse or your family.",45.59999847,505.697998,538.9000244,63.29998779,6,10.54999797,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"This summary provides an overview of your plan’s benefits. These benefits are subject to the terms and conditions of the contract between MetLife and South Carolina Public Employee Benefit Authority (PEBA) and are subject to each state’s laws and availability. Specific details regarding these provisions can be found in the booklet certificate. If you have additional questions regarding the Life Insurance program underwritten by MetLife, please contact your benefits administrator or MetLife. Nothing in these materials is intended to be advice for a particular situation or individual. Like most group life insurance policies, MetLife group policies contain exclusions, limitations, terms and conditions for keeping them in force. Please see your certificate for complete",41.04999924,568.9979858,554.25,63.25,5,12.65,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
details.,41.04999924,632.2479858,560.4500122,14,1,14,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Life and AD&D coverage is provided under a group insurance policy (Policy Form GPNP99/G2130-S) issued to your employer by MetLife. Life and AD&D coverage under your employer’s plan terminates when your employment ceases, when your contributions cease, or upon termination of the group contract. Dependent Life coverage will terminate when a dependent no longer qualifies as a dependent. Should your life insurance coverage terminate for reasons other than non-payment of premium or voluntary cancellation, you may convert it to a MetLife individual permanent policy",41.04999924,646.2479858,530.4000244,44.65002441,4,11.1625061,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
without providing medical evidence of insurability.,41.04999924,690.8980103,560.4500122,13.54998779,1,13.54998779,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Metropolitan Life Insurance Company | 200 Park Avenue | New York, NY 10166 L0522022682[exp0524][All States][DC,GU,MP,PR,VI]  © 2022 MetLife Services and Solutions, LLC",233.6999969,38,363.6499634,18.39800262,2,9.199001312,Sample documents\PEBA-2023-Plan-Summary_Life-Insurance-exp0524
"Created with an evaluation copy of Aspose.Words. To remove all limitations, you can use Free Temporary License https://products.aspose.com/words/temporary-license/",18.70000076,49.19900131,562.7000122,27.59799576,2,13.79899788,Sample documents\vbf-pebb-metlife-employee-faqs-2021
Frequently Asked Questions  Life Insurance and AD&D,36,76.79699707,555.4000244,14.59899902,1,14.59899902,Sample documents\vbf-pebb-metlife-employee-faqs-2021
Why are life and accidental death & dismemberment insurance important?,162,91.39600372,379.3499756,110.9760056,3,36.99200185,Sample documents\vbf-pebb-metlife-employee-faqs-2021
"They are competitively-priced ways to help protect your family and finances in the event something were to happen to you. For many people, these coverages help ensure that if the unforeseen should happen, short and long term financial obligations could be met. If you have a spouse, state-registered domestic partner and/or children, they may rely on you to help keep the household running. It’s important to take steps to make sure your family would be financially prepared if you were no longer there to handle expenses like:",162,202.371994,415.2000122,93.94999695,6,15.65833282,Sample documents\vbf-pebb-metlife-employee-faqs-2021
• Mortgage or rent payments  ￿  Insurance premiums  ￿  Transportation,162,296.321991,429.4000244,18.51300049,1,18.51300049,Sample documents\vbf-pebb-metlife-employee-faqs-2021
• Utilities  ￿  Child care/education fees  ￿  Credit card bills,162,314.8349915,429.4000244,20.4630127,1,20.4630127,Sample documents\vbf-pebb-metlife-employee-faqs-2021
"Accidental death and dismemberment benefits (AD&D) can provide financial security should a sudden accident take your life or cause you serious loss or harm. This coverage complements your life insurance coverage and helps protect you 24 hours a day, 365 days a year.",162,335.2980042,409.6500244,45.8999939,3,15.29999797,Sample documents\vbf-pebb-metlife-employee-faqs-2021
Q. I already have life insurance through my employer. Why get more?,162,381.197998,429.4000244,20.29901123,1,20.29901123,Sample documents\vbf-pebb-metlife-employee-faqs-2021
