Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Objective,Amount spent (INR),Ad set name,Impressions,Reach,Result Type,Results,Clicks (all),Link clicks,Landing page views,Frequency,CTR (link click-through rate),CTR (all),CPC (all),Cost per result,Messaging conversations started,Quality ranking,Engagement rate ranking,Conversion rate ranking,URL parameters,Reporting starts,Reporting ends
IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,55-64,male,not_delivering,ad,OUTCOME_AWARENESS,4.88,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,1236,512,Reach,512,1,,,2.4140625,,0.08090615,4.87982237,9.53,,-,-,-,,2022-09-25,2024-09-13
Brand Awarness Ad_Kalyani Nagar,Brand Awarness Ad_Kalyani Nagar,Kalyani Nagar Vibe Video,18-24,unknown,not_delivering,ad,OUTCOME_AWARENESS,4.83,Brand Awarness Ad_Kalyani Nagar,1535,640,Reach,640,3,1,,2.3984375,0.06514658,0.19543974,1.60994805,7.55,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Break that ice with a clink and a...,Instagram Post,Instagram post: Break that ice with a clink and a...,45-54,male,not_delivering,ad,LINK_CLICKS,4.65,Instagram Post,229,224,Link clicks,2,2,2,,1.02232143,0.87336245,0.87336245,2.32473291,2.32,,-,-,-,,2022-09-25,2024-09-13
SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,35-44,female,not_delivering,ad,OUTCOME_ENGAGEMENT,4.41,SIMRAN COLLECTIVE Event - 13 May,66,61,Post engagements,21,0,,,1.08196721,,0,,0.21,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Versova,Brand Awareness - 10 June - Versova,Versova Video - 10 June,25-34,unknown,not_delivering,ad,OUTCOME_AWARENESS,4.35,Brand Awareness - 10 June - Versova,270,270,Reach,270,0,,,1,,0,,16.11,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Break that ice with a clink and a...,Instagram Post,Instagram post: Break that ice with a clink and a...,45-54,female,not_delivering,ad,LINK_CLICKS,4.11,Instagram Post,233,144,,,0,,,1.61805556,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",Instagram Post,"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",25-34,unknown,not_delivering,ad,MESSAGES,4.02,Instagram Post,48,32,,,0,,,1.5,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Sip the Charm, the royal...",Instagram Post,"Instagram post: Sip the Charm, the royal...",35-44,female,not_delivering,ad,LINK_CLICKS,3.80,Instagram Post,129,119,,,0,,,1.08403361,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC-Engagement- Remarketing-Pune+Mumbai-August 2024,IBC-Engagement- Remarketing-Pune+Mumbai-August 2024,IBC-Engagement- Remarketing-Pune+Mumbai-August 2024,35-44,unknown,active,ad,OUTCOME_ENGAGEMENT,3.77,IBC-Engagement- Remarketing-Pune+Mumbai-August 2024,145,112,Post engagements,22,0,,,1.29464286,,0,,0.17,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",Instagram Post,"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",25-34,unknown,not_delivering,ad,MESSAGES,3.74,Instagram Post,56,56,,,1,,,1,,1.78571429,3.73746742,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Balewadi Vibe,Brand Awareness - Balewadi Vibe,Balewadi Vibe Video,18-24,unknown,not_delivering,ad,OUTCOME_AWARENESS,3.61,Brand Awareness - Balewadi Vibe,1128,1128,Reach,1128,1,,,1,,0.08865248,3.60985777,3.20,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Break that ice with a clink and a...,Instagram Post,Instagram post: Break that ice with a clink and a...,18-24,unknown,not_delivering,ad,LINK_CLICKS,3.41,Instagram Post,217,176,,,0,,,1.23295455,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC-Engagement-DORADO-Pune+MUMBAI-August 2024,IBC-Engagement-DORADO-Pune+MUMBAI-August 2024,IBC-Engagement-DORADO-Pune+MUMBAI-August 2024,35-44,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,3.11,IBC-Engagement-DORADO-Pune+MUMBAI-August 2024,53,53,Post engagements,16,0,,,1,,0,,0.19,,-,-,-,,2022-09-25,2024-09-13
IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,18-24,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,3.06,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,252,0,ThruPlay,21,0,,,0,,0,,0.15,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Versova,Brand Awareness - 10 June - Versova,Versova Video - 10 June,18-24,unknown,not_delivering,ad,OUTCOME_AWARENESS,3.05,Brand Awareness - 10 June - Versova,173,128,Reach,128,0,,,1.3515625,,0,,23.82,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Cheers to love in the air,...",Instagram Post,"Instagram post: Cheers to love in the air,...",45-54,female,not_delivering,ad,LINK_CLICKS,3.04,Instagram Post,16,15,,,0,,,1.06666667,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Awareness Ad,New Awareness ad,55-64,female,not_delivering,ad,OUTCOME_AWARENESS,2.99,Kalyani Nagar - Awareness Ad,1010,768,Reach,768,0,,,1.31510417,,0,,3.89,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Kalyani Nagar,Brand Awareness - 10 June - Kalyani Nagar,Kalyani Nagar Video - 10 June,25-34,unknown,not_delivering,ad,OUTCOME_AWARENESS,2.81,Brand Awareness - 10 June - Kalyani Nagar,733,256,Reach,256,0,,,2.86328125,,0,,10.98,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Love is a four legged word💕🐶💘...,Instagram Post,Instagram post: Love is a four legged word💕🐶💘...,45-54,male,not_delivering,ad,LINK_CLICKS,2.74,Instagram Post,110,92,Link clicks,1,1,1,,1.19565217,0.90909091,0.90909091,2.73982624,2.74,,-,-,-,,2022-09-25,2024-09-13
IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,55-64,female,not_delivering,ad,OUTCOME_AWARENESS,2.66,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,692,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Balewadi,Brand Awareness - 10 June - Balewadi,Balewadi Video - 10 June,18-24,unknown,not_delivering,ad,OUTCOME_AWARENESS,2.65,Brand Awareness - 10 June - Balewadi,649,512,Reach,512,0,,,1.26757812,,0,,5.18,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Snuggle up and savour the...,Instagram Post,Instagram post: Snuggle up and savour the...,35-44,female,not_delivering,ad,LINK_CLICKS,2.64,Instagram Post,112,106,,,0,,,1.05660377,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Balewadi,Brand Awareness - 10 June - Balewadi,Balewadi Video - 10 June,25-34,unknown,not_delivering,ad,OUTCOME_AWARENESS,2.63,Brand Awareness - 10 June - Balewadi,760,256,Reach,256,0,,,2.96875,,0,,10.27,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",Instagram Post,"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",18-24,unknown,not_delivering,ad,MESSAGES,2.53,Instagram Post,73,72,,,0,,,1.01388889,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,18-24,unknown,not_delivering,ad,OUTCOME_AWARENESS,2.52,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,575,512,Reach,512,1,,,1.12304688,,0.17391304,2.51990827,4.92,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Kalyani Nagar,Brand Awareness - 10 June - Kalyani Nagar,Kalyani Nagar Video - 10 June,18-24,unknown,not_delivering,ad,OUTCOME_AWARENESS,2.45,Brand Awareness - 10 June - Kalyani Nagar,651,512,Reach,512,1,,,1.27148438,,0.15360983,2.44989462,4.78,,-,-,-,,2022-09-25,2024-09-13
Instagram post: It’s PJs’ Pizzas’ and ‘Crafty...,Instagram Post,Instagram post: It’s PJs’ Pizzas’ and ‘Crafty...,25-34,unknown,not_delivering,ad,LINK_CLICKS,2.41,Instagram Post,57,32,,,0,,,1.78125,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: 🦗 Patience, grasshopper....",Instagram Post,"Instagram post: 🦗 Patience, grasshopper....",18-24,male,not_delivering,ad,MESSAGES,2.32,Instagram Post,101,98,,,0,,,1.03061224,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,35-44,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,2.32,IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,52,48,Post engagements,13,1,,,1.08333333,,1.92307692,2.31923463,0.18,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Valentines is gone! Swipe in for...,Instagram Post,Instagram post: Valentines is gone! Swipe in for...,45-54,female,not_delivering,ad,LINK_CLICKS,2.23,Instagram Post,84,40,,,0,,,2.1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: It’s PJs’ Pizzas’ and ‘Crafty...,Instagram Post,Instagram post: It’s PJs’ Pizzas’ and ‘Crafty...,18-24,unknown,not_delivering,ad,LINK_CLICKS,2.17,Instagram Post,96,88,Link clicks,1,1,1,,1.09090909,1.04166667,1.04166667,2.1687755,2.17,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Remarketing,Kalyani Nagar - Remarketing,55-64,male,not_delivering,ad,OUTCOME_AWARENESS,1.95,Kalyani Nagar - Remarketing,49,49,Reach,49,0,,,1,,0,,39.77,,-,-,-,,2022-09-25,2024-09-13
SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,45-54,female,not_delivering,ad,OUTCOME_ENGAGEMENT,1.91,SIMRAN COLLECTIVE Event - 13 May,31,28,Post engagements,7,0,,,1.10714286,,0,,0.27,,-,-,-,,2022-09-25,2024-09-13
IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,35-44,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,1.90,IBC-International Beer Day- Engagement-Pune+Mumbai-August 2024,42,32,Post engagements,5,0,,,1.3125,,0,,0.38,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Break that ice with a clink and a...,Instagram Post,Instagram post: Break that ice with a clink and a...,25-34,unknown,not_delivering,ad,LINK_CLICKS,1.89,Instagram Post,123,96,,,0,,,1.28125,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Powai Vibe,Brand Awareness - Powai Vibe,Powai Vibe Video,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,1.88,Brand Awareness - Powai Vibe,507,507,Reach,507,0,,,1,,0,,3.71,,-,-,-,,2022-09-25,2024-09-13
Brand Awarness Ad_Varsova,Brand Awarness Ad_varsova,Varsova Vibe Video,25-34,unknown,not_delivering,ad,OUTCOME_AWARENESS,1.85,Brand Awarness Ad_varsova,685,685,Reach,685,1,,,1,,0.1459854,1.84998148,2.70,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Versova,Brand Awareness - 10 June - Versova,Versova Video - 10 June,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,1.84,Brand Awareness - 10 June - Versova,111,111,Reach,111,0,,,1,,0,,16.57,,-,-,-,,2022-09-25,2024-09-13
Instant History Event - 9 May,Instant History Event - 9 May,Instant History Event - 9 May,25-34,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,1.75,Instant History Event - 9 May,31,12,Post engagements,6,0,,,2.58333333,,0,,0.29,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Remarketing,Kalyani Nagar - Remarketing,25-34,unknown,not_delivering,ad,OUTCOME_AWARENESS,1.75,Kalyani Nagar - Remarketing,35,24,Reach,24,0,,,1.45833333,,0,,72.88,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Valentines is gone! Swipe in for...,Instagram Post,Instagram post: Valentines is gone! Swipe in for...,25-34,unknown,not_delivering,ad,LINK_CLICKS,1.54,Instagram Post,45,40,,,0,,,1.125,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Remarketing,Kalyani Nagar - Remarketing,55-64,female,not_delivering,ad,OUTCOME_AWARENESS,1.54,Kalyani Nagar - Remarketing,42,40,Reach,40,0,,,1.05,,0,,38.48,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: 🦗 Patience, grasshopper....",Instagram Post,"Instagram post: 🦗 Patience, grasshopper....",18-24,female,not_delivering,ad,MESSAGES,1.53,Instagram Post,39,37,,,0,,,1.05405405,,0,,,,-,-,-,,2022-09-25,2024-09-13
DJ SIARAA - 3 May Event,New Engagement ad set,New Engagement ad,45-54,female,not_delivering,ad,OUTCOME_ENGAGEMENT,1.47,New Engagement ad set,26,25,Post engagements,4,0,,,1.04,,0,,0.37,,-,-,-,,2022-09-25,2024-09-13
Instagram post: It’s PJs’ Pizzas’ and ‘Crafty...,Instagram Post,Instagram post: It’s PJs’ Pizzas’ and ‘Crafty...,35-44,unknown,not_delivering,ad,LINK_CLICKS,1.43,Instagram Post,22,22,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,25-34,unknown,not_delivering,ad,OUTCOME_AWARENESS,1.42,IBC - T20 World Cup - Video Awareness- Pune+Mumbai,325,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,25-34,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,1.41,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,160,160,ThruPlay,10,0,,,1,,0,,0.14,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Monsoon blues? 🥪🍻🌧️ Fear not Fam!...,Instagram Post,Instagram post: Monsoon blues? 🥪🍻🌧️ Fear not Fam!...,25-34,female,not_delivering,ad,MESSAGES,1.34,Instagram Post,8,8,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awarness Ad_Kalyani Nagar,Brand Awarness Ad_Kalyani Nagar,Kalyani Nagar Vibe Video,25-34,unknown,not_delivering,ad,OUTCOME_AWARENESS,1.34,Brand Awarness Ad_Kalyani Nagar,471,256,Reach,256,0,,,1.83984375,,0,,5.23,,-,-,-,,2022-09-25,2024-09-13
Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,55-64,male,not_delivering,ad,OUTCOME_AWARENESS,1.33,Aisha & Co Event - Kalyani Nagar,426,368,Reach,368,0,,,1.1576087,,0,,3.61,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Balewadi Vibe,Brand Awareness - Balewadi Vibe,Balewadi Vibe Video,25-34,unknown,not_delivering,ad,OUTCOME_AWARENESS,1.32,Brand Awareness - Balewadi Vibe,423,384,Reach,384,0,,,1.1015625,,0,,3.44,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Remarketing,Kalyani Nagar - Remarketing,65+,female,not_delivering,ad,OUTCOME_AWARENESS,1.32,Kalyani Nagar - Remarketing,19,19,Reach,19,0,,,1,,0,,69.44,,-,-,-,,2022-09-25,2024-09-13
Instant History Event - 9 May,Instant History Event - 9 May,Instant History Event - 9 May,55-64,male,not_delivering,ad,OUTCOME_ENGAGEMENT,1.24,Instant History Event - 9 May,37,36,Post engagements,2,0,,,1.02777778,,0,,0.62,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Love is a four legged word💕🐶💘...,Instagram Post,Instagram post: Love is a four legged word💕🐶💘...,45-54,female,not_delivering,ad,LINK_CLICKS,1.24,Instagram Post,81,68,Link clicks,1,1,1,,1.19117647,1.2345679,1.2345679,1.23992136,1.24,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Slip into your coziest PJs and...,Instagram Post,Instagram post: Slip into your coziest PJs and...,25-34,unknown,not_delivering,ad,LINK_CLICKS,1.23,Instagram Post,23,12,,,0,,,1.91666667,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",Instagram Post,"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",18-24,unknown,not_delivering,ad,MESSAGES,1.22,Instagram Post,53,53,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",Instagram Post,"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",35-44,unknown,not_delivering,ad,MESSAGES,1.03,Instagram Post,10,8,,,0,,,1.25,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Balewadi,Brand Awareness - 10 June - Balewadi,Balewadi Video - 10 June,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,1.01,Brand Awareness - 10 June - Balewadi,276,256,Reach,256,0,,,1.078125,,0,,3.95,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",Instagram Post,"Instagram post: ⚠️ WARNING ⚠️
Our hoagies may...",35-44,unknown,not_delivering,ad,MESSAGES,1.00,Instagram Post,39,24,,,0,,,1.625,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Kalyani Nagar,Brand Awareness - 10 June - Kalyani Nagar,Kalyani Nagar Video - 10 June,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.99,Brand Awareness - 10 June - Kalyani Nagar,271,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Awareness Ad,New Awareness ad,18-24,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.97,Kalyani Nagar - Awareness Ad,312,64,Reach,64,0,,,4.875,,0,,15.16,,-,-,-,,2022-09-25,2024-09-13
IBC-Engagement- Remarketing-Pune+Mumbai-August 2024,IBC-Engagement- Remarketing-Pune+Mumbai-August 2024,IBC-Engagement- Remarketing-Pune+Mumbai-August 2024,45-54,unknown,active,ad,OUTCOME_ENGAGEMENT,0.96,IBC-Engagement- Remarketing-Pune+Mumbai-August 2024,58,58,Post engagements,11,0,,,1,,0,,0.09,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Cheers to love in the air,...",Instagram Post,"Instagram post: Cheers to love in the air,...",45-54,male,not_delivering,ad,LINK_CLICKS,0.95,Instagram Post,22,22,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Valentines is gone! Swipe in for...,Instagram Post,Instagram post: Valentines is gone! Swipe in for...,18-24,unknown,not_delivering,ad,LINK_CLICKS,0.92,Instagram Post,56,48,,,0,,,1.16666667,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC-Engagement-Reel-Video Views-Remarketing-Pune+Mumbai-August 2024,IBC-Engagement-Reel-Video Views-Remarketing-Pune+Mumbai-August 2024,IBC-Engagement-Reel-Video Views-Remarketing-Pune+Mumbai-August 2024,35-44,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.91,IBC-Engagement-Reel-Video Views-Remarketing-Pune+Mumbai-August 2024,31,16,ThruPlay,1,0,,,1.9375,,0,,0.91,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: 🦗 Patience, grasshopper....",Instagram Post,"Instagram post: 🦗 Patience, grasshopper....",35-44,male,not_delivering,ad,MESSAGES,0.90,Instagram Post,23,23,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Slip into your coziest PJs and...,Instagram Post,Instagram post: Slip into your coziest PJs and...,45-54,male,not_delivering,ad,LINK_CLICKS,0.79,Instagram Post,39,16,,,0,,,2.4375,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - 10 June - Versova,Brand Awareness - 10 June - Versova,Versova Video - 10 June,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.76,Brand Awareness - 10 June - Versova,37,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Remarketing,Kalyani Nagar - Remarketing,65+,male,not_delivering,ad,OUTCOME_AWARENESS,0.74,Kalyani Nagar - Remarketing,19,8,Reach,8,1,,,2.375,,5.26315789,0.73959031,92.45,,-,-,-,,2022-09-25,2024-09-13
IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,45-54,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.71,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,34,0,ThruPlay,3,0,,,0,,0,,0.24,,-,-,-,,2022-09-25,2024-09-13
IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,45-54,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.71,IBC-Lover Boy- Engagement- Post Likes-Pune+Mumbai,21,16,Post engagements,3,0,,,1.3125,,0,,0.24,,-,-,-,,2022-09-25,2024-09-13
IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,35-44,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.70,IBC-Lover Boy-Engagement- Pune+Mumbai- July 2024,56,56,ThruPlay,7,0,,,1,,0,,0.10,,-,-,-,,2022-09-25,2024-09-13
Brand Awareness - Powai Vibe,Brand Awareness - Powai Vibe,Powai Vibe Video,45-54,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.61,Brand Awareness - Powai Vibe,221,0,,,1,,,0,,0.45248869,0.6099867,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Valentines is gone! Swipe in for...,Instagram Post,Instagram post: Valentines is gone! Swipe in for...,45-54,unknown,not_delivering,ad,LINK_CLICKS,0.60,Instagram Post,1,1,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: 🦗 Patience, grasshopper....",Instagram Post,"Instagram post: 🦗 Patience, grasshopper....",35-44,female,not_delivering,ad,MESSAGES,0.59,Instagram Post,23,22,,,0,,,1.04545455,,0,,,,-,-,-,,2022-09-25,2024-09-13
Brand Awarness Ad_Varsova,Brand Awarness Ad_varsova,Varsova Vibe Video,35-44,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.57,Brand Awarness Ad_varsova,205,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
IBC-Engagement-DORADO-Pune+MUMBAI-August 2024,IBC-Engagement-DORADO-Pune+MUMBAI-August 2024,IBC-Engagement-DORADO-Pune+MUMBAI-August 2024,45-54,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.57,IBC-Engagement-DORADO-Pune+MUMBAI-August 2024,12,0,Post engagements,3,0,,,0,,0,,0.19,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: 🦗 Patience, grasshopper....",Instagram Post,"Instagram post: 🦗 Patience, grasshopper....",45-54,male,not_delivering,ad,MESSAGES,0.56,Instagram Post,7,7,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Break that ice with a clink and a...,Instagram Post,Instagram post: Break that ice with a clink and a...,35-44,unknown,not_delivering,ad,LINK_CLICKS,0.55,Instagram Post,31,0,,,0,,,0,,0,,,,-,-,-,,2022-09-25,2024-09-13
Instagram post: Slip into your coziest PJs and...,Instagram Post,Instagram post: Slip into your coziest PJs and...,18-24,unknown,not_delivering,ad,LINK_CLICKS,0.53,Instagram Post,20,20,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,Aisha & Co Event - Kalyani Nagar,55-64,female,not_delivering,ad,OUTCOME_AWARENESS,0.50,Aisha & Co Event - Kalyani Nagar,162,112,Reach,112,0,,,1.44642857,,0,,4.46,,-,-,-,,2022-09-25,2024-09-13
IBC-Engagement-Reel-Video Views-Remarketing-Pune+Mumbai-August 2024,IBC-Engagement-Reel-Video Views-Remarketing-Pune+Mumbai-August 2024,IBC-Engagement-Reel-Video Views-Remarketing-Pune+Mumbai-August 2024,45-54,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.50,IBC-Engagement-Reel-Video Views-Remarketing-Pune+Mumbai-August 2024,19,0,ThruPlay,1,0,,,0,,0,,0.50,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: 🦗 Patience, grasshopper....",Instagram Post,"Instagram post: 🦗 Patience, grasshopper....",45-54,female,not_delivering,ad,MESSAGES,0.46,Instagram Post,7,7,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
"Instagram post: Sip the Charm, the royal...",Instagram Post,"Instagram post: Sip the Charm, the royal...",45-54,male,not_delivering,ad,LINK_CLICKS,0.45,Instagram Post,26,22,,,0,,,1.18181818,,0,,,,-,-,-,,2022-09-25,2024-09-13
Kalyani Nagar - Vibe Video - A/B Test,Kalyani Nagar - Remarketing,Kalyani Nagar - Remarketing,18-24,unknown,not_delivering,ad,OUTCOME_AWARENESS,0.44,Kalyani Nagar - Remarketing,21,21,Reach,21,0,,,1,,0,,20.94,,-,-,-,,2022-09-25,2024-09-13
SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,SIMRAN COLLECTIVE Event - 13 May,35-44,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.43,SIMRAN COLLECTIVE Event - 13 May,4,4,Post engagements,2,0,,,1,,0,,0.22,,-,-,-,,2022-09-25,2024-09-13
DJ SIARAA - 3 May Event,New Engagement ad set,New Engagement ad,35-44,unknown,not_delivering,ad,OUTCOME_ENGAGEMENT,0.42,New Engagement ad set,3,3,,,0,,,1,,0,,,,-,-,-,,2022-09-25,2024-09-13
